file_name,caption_1,caption_2,caption_3,caption_4,caption_5,caption_6,caption_7,caption_8,caption_9,caption_10
0221 Bar_terrace.wav,a group of people is having a conversation ,a woman and a man speaking with noise of a crowd in the background ,multiple people are talking in a crowd of people ,some people have a discussion in a crowded place along with some children playing in the background ,speaking people are at a food hall talking about something ,a group of people is having a.,a woman and another man speaking with noise of a crowd in the background,"multiple people are talking in a crowd, people",some people have a discussion in the crowded place along with some children playing in the background,speaking people are at a food hall arguing about something
French men in the deep night.wav,a bunch of men are having a conversation ,a group of men are having a conversation ,people chat as the reverb of their voices echo in the hall ,several men are speaking to each other and their volume increases at the end of the discussion ,several men talking to each other and getting louder at the end ,a group of men are having a conversation,a group where men are having a conversation,people chat as the reverb of their voices echo down the hall,several men are speaking to the other and their volume increases at the end of the discussion,several men talking to each other and getting louder by the end
school corridor.wav,a bus is moving and people inside it are talking,a bus moving and people inside it were talking,a group of people are conversing among themselves ,muffled conversation in a distant area inside of a building ,muted discussion in a far off area within a building ,a bus is moving and people in it are talking,a bus moving and people inside cars were talking,a group of men are conversing among themselves,muffled conversation in a distant area inside of the building,muted discussion in a far off room within a building
cardinal.wav,a variety of birds are chirping and calling as heavy traffic rumbles in the background ,birds are chirping in a wooded area next to a highway ,heavy traffic rumbles in the background while a variety of birds are chirping and calling ,several birds are singing outside with footsteps and traffic sounds in the background ,the rumble of vehicles on the road is the background to birdsong ,a variety of birds are chirping and calling as heavy thunder rumbles in the background,birds are chirping in the wooded area next to a highway,heavy traffic rumbles in the background while a variety of birds are calling and calling,several birds are singing outside with footsteps and traffic sounds in a background,the rumble of vehicles on the road is a background to birdsong
"04_Kirkenes_Round street crossing, quiet steps, car, birds, seagulls 1329.wav",a bird calls out with high pitch while a car drives by ,a truck is passing by while birds are singing in the background ,birds call out some in high pitches while a vehicle drives by ,footsteps shuffle around outside in an area with birds and a car drives by ,the footsteps of people shuffle around outside lawn with birds and a car drives by ,a bird calls out in high pitch while a car drives by,a truck is passing by while birds are singing from the background,"birds call, some in high pitches while a vehicle drives by",footsteps shuffle around outside in an area where birds and a car drives by,the footsteps of people shuffle the outside lawn with birds and a car drives by
Sink_Running_Water.wav,a pump is running continuously and water is dripping ,air flowing through a pipe while a machine is running in the background ,air flowing through a pipe while a machine runs in the background ,someone is running a machine that is pretty loud ,someone is running some type of a machine that is pretty loud ,"a pump is running, and water is dripping",air flowing through a window while a machine is running in the background,air flowing through a pipe while the machine runs in the background,someone is running a race that is pretty loud,someone is running some kind of a machine that is pretty loud
birds &amp; cicadas oiseaux &amp; cigales Veroncle gorge.wav,birds are chirping in the evening with cicadas during the summer ,birds chirping in the evening with cicadas during the summer ,birds sing in the trees while crickets chirp in the distance ,bugs are in the trees and birds are singing ,bugs are in the trees while the birds are singing ,birds are chirping in late evening with cicadas during the summer,birds chirping in the evening ; cicadas during the summer,birds sing in the trees and crickets chirp in the distance,bugs are in the trees and birds is singing,bugs nest in the trees while the birds are singing
the creak 02.wav,a bit of metal is being pulled over another bit of metal ,a large metal container is being dragged across a marble floor repeatedly ,a large object is moving on the ground and making a loud noise ,a piece of metal is being pulled across another piece of metal ,a large object is moving and making a loud noise on the ground,a bit of metal is then pulled over another bit of metal,a large metal container is being dragged across a marble surface repeatedly,a large object is moving on solid ground and making a loud noise,a piece of paper is being pulled across another piece of metal,a large object is moving and making very loud noise on the ground
Walking down the hallway.wav,a person is walking down a hallway and dragging their feet ,a person is walking down a hallway dragging their feet,a person walking on a hard marble floor inside a building ,shoes are moving across a hard uneven surface and a machine is running in the background ,shoes moving across a hard uneven surface and a machine running in the background ,a person is walking down a hallway and dragging his feet,a couple is walking down a hallway dragging their feet,a person walking on a white marble floor inside a building,shoes are moving across a hard uneven surface and a machine is running in a background,shoes moving on a hard uneven surface and a machine running in the background
120120_walking_through_building.wav,a lady wearing heels walks across a wooden floor opens a door walks through and closes it ,a person is walking and then a door is opened and then the door swings shut ,a person walks opens the door goes through the door and then swings the door shut ,it is quite before someone is walking then a door is opened and closed ,taps of feet walking down a silent hallway ,a lady wearing trousers walks across a wooden floor opens a door walks through and closes it,a person is walking and then a door is opened and then the door swings.,a person walks opens a door goes through the door and then swings the door shut,it comes quite before someone is walking then a door is opened and closed,taps of footsteps walking down a silent hallway
120124_busy-street-corner.wav,a lady with high heels walked on a quiet street where some cars were passing by ,traffic in the background while women walks in high heels shoes that click with each step ,traffic is passing by on a nearby street with footsteps made by some people walking in the foreground ,with traffic sounds in the background the woman walks in high heels that click with each step ,on a quiet street a lady with high heels walked pass by some cars passed too,a lady with high heels walked on a quiet street where some cars were passing.,traffic in the street while women walks in high heels shoes that click with each step,traffic was passing by on a nearby street with footsteps made by some people walking in the foreground,with traffic sounds in the background the woman walks in high heels that click on each step,on a quiet street the lady with high heels walked pass by some cars passed too
Modern Train.wav,a train approaches and with a squeal of the brakes it stops ,a train approaches then with a squeal of brakes stops ,a train door slams a train honks train wheels rumble on the train tracks then they come to a halt ,a train door slams someone honks and train wheels rumble on the train tracks then they come to a halt ,machinery running a hard object striking another hard object and more traffic in the background ,a train approaches and with a squeal of its brakes it stops,a train approaches them with a squeal of brakes stops,a train door slams a train honks train wheels rumble on the train tracks then they roll to a halt,a train door slams someone honks and train wheels rumble along the train tracks then they come to a halt,machinery running a soft object striking another hard object and more traffic in the background
ParkingGarage.wav,a car door slams a car is started and then car drives away ,a car door slams a car is started by someone inside and then car drives away ,a machine is operating and a vehicle is started and begins to move ,a machine is operating while a vehicle starts and begins to move ,a vehicle motor is increasing in power as a fan is turned off ,a car that slams a car is started and then car drives away,a car that slams a car is started by someone inside and then car drives away,a machine is operating and a machine is started and begins to move,"a machine is operating, a vehicle starts and begins to move",a vehicle motor is increasing in power as a fan is shut off
Heavy rain - some people 1.wav,heavy rain is coming down while people talk and take cover from the rain ,heavy rains fall to the ground as people talk in the background,rain falling while people are talking in the background ,water drops down the waterfall while people laugh and converse in the background ,water falling from a waterfall and people talking in the background and laughing ,heavy rain is coming down while people talk and take cover in the rain,heavy rains fall to the ground as they talk in the background,rain falling while people are talking in a background,water drops down the drain while people laugh and converse in the background,water falling from a waterfall and people talking from the background and laughing
outdoor power-tool (and occasional gull).wav,a drilling machine is being operated with short pauses between the drilling ,a loud motor sounds in the foreground while another sounds in the background ,a saw is being used to cut something ,it was so loud it sounded like someone was cutting through a board with metal cover ,someone is cutting through a board with metal cover ,a drilling machine is being operated with short pauses between each drilling,a loud motor starts in the foreground while another sounds in the background,a saw blade being used to cut something,it was so loud it sounded as someone was cutting through a board with metal cover,someone is cutting through the board with metal cover
160716 HSN spanish plaza.wav,a large number of people discussing and a single bark of a dog,an engine runs while dogs bark and people are conversing ,crowd chatter resonates in the background as two men and women converse and a dog barks ,many people are conversing a dog is barking and an engine running in close proximity to each other ,men and women talk outside in a busy area ,a large number of people discussing and a single example of a dog,an engine runs while dogs bark and people start conversing,crowd chatter sounds in the background as two men and women converse and a dog barks,many people are conversing a dog is running and an engine running in close proximity to each other,men and women talk outside in the busy area
lightrainwithtraffic.wav,a gentle rainstorm pours down and increases in speed ,a rainstorm gently pouring water down and increasing in speed ,it was a heavy constant downpour of rain ,rain falls in a heavy down pour constantly ,rains falls onto the ground or cement ground ,a gentle rainstorm pours down and increases the speed,a man gently pouring water down and increasing in speed,"it was a heavy, downpour of rain",rain falls in a heavy downfall constantly,rains falls onto the ground or the ground
squeakyfloor.wav,a person moving a wooden box on a concrete floor,a person walks inside a home as the wooden floor creaks ,creaking wood from being walked on in the home of a person ,someone is carrying a wooden container on a cement surface ,the shoes walking on the wooden floor are making squeaking sounds ,a person moving a wooden chair on a concrete floor,a person walks inside the home as the wooden floor creaks,creaking wood from being walked on into the home of a person,someone is carrying a wooden container on a flat surface,the shoes walking on the wooden floor are making strange sounds
jf Footsteps.wav,a person in heavy boots walks along a wooden floor ,a person walks up steps opens a door and walks across the floor ,a person wearing heavy boots walking on a wooden floor ,shoes moving about at a constant speed on a hardwood surface ,shoes walking about at a continuous rate on a hardwood floor ,a person in heavy clothing walks along a wooden floor,a person walks up steps opens a door and walks across a floor,a person wearing heavy boots walking on a forest floor,shoes moving about at almost constant speed on a hardwood surface,shoes move about at a continuous rate on a hardwood floor
"Hilden, night, open field crickets, light traffic.wav",cars pass in the night on a distant highway while crickets chirp in the woods ,crickets are making noises and cars are driving in the distance ,crickets are making noises as cars are driving in the distance ,crickets chirping continuously in the night without stopping ,outdoors bugs are chirping and distant automobiles are travelling ,cars pass in the night on a distant highway while crickets chirp in the.,crickets are making noises and cars are racing in the distance,crickets start making noises as cars are driving in the distance,crickets chirping continuously through the night without stopping,outdoors bugs is chirping and distant automobiles are travelling
Ambience - Night time with Frogs and crickets.wav,a chorus of frogs croak in the middle of the forest,a chorus of frogs is croaking in the middle of the forest,frogs and insects making noises outside at night ,frogs are making noises and birds are chirping back and forth in the background ,the outdoor night is filled with frogs and insect noises ,a chorus of frogs croak from the middle of the forest,a chorus of frogs is croaking in the middle of a forest,frogs and insects making noises outside the night,frogs are making noises and birds are chirping forward and forth in the background,the outdoor night is filled with birds and insect noises
Lake At Night.wav,a chorus of bugs chirp at one another as wind blows gently,a large amount of crickets and various insects chirp and buzz at night ,bugs chirp loudly as the wind blows in the background ,crickets chirp and frogs croak loudly at the same time ,many crickets chirping and insects buzzing in the night ,a chorus like bugs chirp at one another as wind blows gently,a large amount of crickets and various insects chirp and buzz all night,bugs chirp loudly as the breeze blows in the background,crickets chirp and frogs croak loudly at the appointed time,"many crickets, and insects buzzing in the night"
3. Ambience interior car windy.wav,a slight rain is coming down and wind ,a slight rain is coming down and with wind ,an industrial dryer is operating with a big load of clothes inside ,rain falls down at a constant rate and thunder rolls ,thunder rolls and the rain falls at a constant rate ,a slight rain is coming down and.,a slight rain is coming down and with.,an industrial dryer is operating with a big load of water inside,rain falls annually at a constant rate and thunder rolls,thunder rolls and the rain drops at a constant rate
20061205.washing.machine.filling.wav,a fast flowing tap is gushing water out to fill a container ,rain is pouring down as a steady rainfall and continues ,steady rainfall is pouring down and it continues rain ,water is rushing out of a pipe and into a large container,water runs from a faucet into a bathroom tub ,a fast flowing stream is gushing water out to fill a container,rain is pouring down as a steady rainfall now continues,steady rainfall is pouring down and there continues rain,water is rushing out of a tank and into a large container,water runs from a faucet to a bathroom tub
RAIN ON CONCRETE.wav,a shower is on and a person is in the water ,a shower is on while a person is in the water ,a tap is gushing water out on to a concrete floor ,rain is falling onto a roof and then pouring down onto a porch ,water gushes from a tap onto a floor made of concrete ,a shower is on and a person is in the.,a shower is on while a shower is in the water,a tap is gushing water out on to a concrete.,rain is falling onto a roof and then pouring down onto a.,water dripped from a tap onto a floor made of concrete
trains_meet_on_bridge.wav,a locomotive train is moving down old uneven railroad tracks ,a train moving past on the tracks and clacking on each set of rails ,a train passing by its wheels clanging against the tracks ,the wheels of a train clang against the tracks as it passes by ,the train is moving past on the tracks and clacking on each set of rails ,a locomotive train was moving down old uneven railroad tracks,a train moving past on the tracks and clacking on each side of rails,a car passing by its wheels clanging against the tracks,the wheels of a car clang against the tracks as it passes by,the train is rolling past on the tracks and clacking on each set of rails
People Trompenburg 090928.wav,a man and a child talking and walking along a rocky path ,a man and child are talking and walking along a rocky path ,a man a woman and a child are walking over land with pebbles while talking ,a young girl and others talk as they are walking through snow ,a young girl and others talk as they walk through snow ,a man and a woman talking and walking along a rocky path,a man and child are talking and moving along a rocky path,a while a woman and a child are walking over land with pebbles while talking,a young woman and others talk as they are walking through snow,a young woman and others talk as they walk through snow
little_brass_bell.wav,a high pitched tone of a bell that is ringing ,a series of small metal bells are being struck and ringing ,several small bells are stuck making them ring ,someone is shaking a small bell over and over ,someone is shaking a very small bell repetitively ,a high ringing tone of a bell that is ringing,a series of small metal bells are being struck and.,several small bells are stuck in them ring,someone is shaking a small bell over or over,someone is shaking a very small fist repetitively
Mop Recycler.wav,a fan running inside of a garage that has something stuck in it ,a fan that have something stuck in it running inside a garage ,a person is operating a piece of machinery ,machines in a factory are operating in an assembly ,a factory machines is in operation in an assembly,a fan running out of a garage that has something stuck in it,a fan that have something stuck in it running in a garage,a person is operating some piece of machinery,machines in a machine are operating in an assembly,a factory machines is in operation in the assembly
Whalesong.wav,a few times an echoed hum from an unknown object repeats ,air is being blown through metal sound pipes,air is being blown through the metal sound pipes ,the wind continues to howl in the distance ,the wind howls in the distance continuously throughout ,a few times a echoed hum from an unknown object repeats,air is being blown into metal sound pipes,air is being pumped through the metal sound pipes,the wind began to howl in the distance,the bird howls in the distance continuously throughout
20091211.barking.stairs.wav,a dog is barking loudly while people are talking in the background ,a dog is barking while a couple has a conversation ,a dog is barking while people are talking ,a reverberating bark of a dog while people have a nearby conversation ,a dogs echoing barking with people talking in the background,a cat is barking loudly while people are talking in the background,a dog is barking while a couple have a conversation,a dog is barking and people are talking,a reverberating bark of a dog as people have a nearby conversation,"a dogs echoing, with people talking in the background"
Piccadilly_Circus_Ambience.wav,a group of people are taking and cars are driving past in the background ,a group of people taking and cars driving past in the background ,people are chatting near a busy road as traffic slowly moves around ,people chat near a busy road as traffic comes and goes ,the bus is slowly following stepping on its brakes people are chatting,a group of people are taking and cars are driving past in a background,a group of people taking and cars driving past in the ;,people are chatting near the busy road as traffic slowly moves around,people gather near a busy road as traffic comes and goes,the bus is slowly following stepping on the brakes people are chatting
rain_thunder.wav,a thunderstorm is rumbling outside as rain pours down and water drips from a gutter ,as the storm is getting stronger the rain is falling steadily and thunder is following close behind it ,rain that is falling down with thunder in the background ,with thunder in the background rain is falling down ,rain is falling steadily and thunder is following it,"a thunderstorm, rumbling outside as rain pours down and water drips from a gutter",as the storm starts getting stronger the rain is falling steadily and thunder is following close behind it,"rain that is falling, with thunder in the background",with thunder in the background rain is pouring down,rain was falling steadily and thunder is following it
loud street.wav,a car alarm is sounding in a busy area along with background traffic noise,a car alarm is sounding in a busy area with background traffic noise ,a car alarm sounds as heavy traffic passes close by in a busy part of town ,a car horn alarm goes off while traffic drives by ,a car horn alarm going off while traffic drives by,a car alarm is sounded in a busy area along with background traffic noise,a car alarm was sounding in a busy area with background traffic noise,a car alarm sounds as heavy traffic passes close by in a quiet part of town,a car horn alarm goes off while traffic passes by,a car alarm alarm going off while traffic drives by
feuerwehr-faehrt-vorbei.wav,a police car is coming down the road with his siren on and then it passes ,a police car with his siren on is coming down the road then passes ,a siren grows nearer and louder and then passes,a siren is on and increasing in sound while a car passes ,a siren was growing nearer and louder and then passed ,"a police car is coming down the road with his siren, and then it passes",a police car with his siren on is driven down the road then passes,"a siren grows nearer, louder and then passes",a siren is sounding and increasing in sound while a car passes,a siren was growing nearer and louder and then.
thunder001.wav,a clap of thunder sounds in the distance and the wind howls around ,a clap of thunder sounds in the distance and the wind howls ,a thunderstorm approaches as thunder in the distance becomes nearer and a gentle rain comes down ,a thunderstorm with thunder in the distance while a gentle rain comes down ,the wind is blowing and thunder roars in the sky ,a clap of bells sounds in the distance and the wind howls around,a rumble of thunder sounds in the distance and the wind howls,a thunderstorm approaches as thunder from the distance becomes nearer and a gentle rain comes down,a thunderstorm with thunder in the distance while the gentle rain comes down,the wind is blowing and it roars in the sky
beer_glass_to_beer_glass_dry_hits.wav,a small ball is being hit in intervals during the clip,someone is tapping different metal pieces to listen to the various sounds ,someone is tapping on different metal pieces and then listening to the various sounds ,water constantly dripping from the faucet onto the dishes ,water dripping from a faucet onto dishes in a sink,a small ball is being hit at intervals during the clip,someone is tapping different guitar pieces to listen to the various sounds,someone is tapping on different metal pieces and then listening to the clicking sounds,water constantly dripping from the faucet onto her dishes,water dripping off a faucet onto dishes in a sink
d0_drips_04.wav,glasses are clanging back and fourth against each other ,into a glass jar water is dripping slowly ,water falling from a faucet clanks into the sink ,water is pouring from a glass container to another first slowly then more rapidly ,water is slowly dripping into a glass jar ,glasses are placed back and fourth against each other,into a glass jar water is dripping.,water falling from the faucet clanks into the sink,water is pouring from a glass container to another first slowly then more.,water is slowly dripping into the glass jar
light rain ambience.wav,different birds chirp outdoors near a road as cars drive by ,during a rainstorm birds were chirping to one another ,it is raining and birds are chirping back and fourth in the background ,rain is falling while thunder begins to roar and birds chirp ,several birds chirping outdoors next to a road with cars driving by ,different birds chirp outdoors near a road as they drive by,during a rainstorm birds were chirping to one.,it was raining and birds are chirping back and fourth in the background,rain is falling while thunder begins to roar while birds chirp,several birds chirping outdoors next to a road with cars driving ;
Car Air Vent.wav,a fan is being operated and is running at different speeds ,a fan is turned on and is running at different speeds ,a person is tapping on something with traffic noise in the background ,before turning it back off someone turned on a fan and changed the speed multiple times ,someone tapping on something with traffic in the background ,a fan is being used and is running at different speeds,a fan is turned off and is running at different speeds,"a person is tapping on something, traffic noise in the background",before turning it back off someone turned on a fan or changed the speed multiple times,someone tapping on something with music in the background
indoors dorm dormitory ambient room tone distant traffic in street.wav,a city hums and vehicles drive by in the distance ,a workshop with machines being used a busy city street is in the background ,factory noise gets louder and louder with people talking in the distant background ,street noises along a busy street with faint talking in the background ,the city is humming as cars drive by in the distance ,"a city, and vehicles drive by in the distance",a workshop with machinery being used a busy city street is in the background,factory noise gets louder and louder with people talking from the distant background,"street noises along a busy street, faint talking in the background",the city is humming as cars pass by in the distance
Office meeting room ST.wav,a continuous mechanical hum drones on as some muffled voices speak in the background ,a fan in a workshop is running continuously throughout ,a fan is continuously running in a workshop ,muffled voices speak in the background while a continuous mechanical hum drones on ,rain coming down on a parking lot on the side of a busy highway ,a continuous mechanical hum drones on as some muffled voices speak from the background,a fan at a workshop is running continuously throughout,a fan is continuously running at a workshop,muffled voices speak in the background while the continuous mechanical hum drones on,rain coming down on a parking lot on the side of the busy highway
Centurion Suburb Evening.wav,a tree dripping wet from rainfall had birds sitting on it chirping away ,the water trickles into a basin while birds chirp and wind chimes sound in the background ,water runs slowly and drips while birds cry out ,water trickles into a basin while birds chirp and wind chimes sound in the background ,birds chirping in a tree with a waterfall off in the distance ,a branch dripping wet from rainfall had birds sitting on it chirping away,the water trickles into a basin while birds chirp and wind chimes sound from the background,water runs slowly and drips while birds call out,water trickles into a basin while birds sing and wind chimes sound in the background,birds chirping in a tree with a waterfall off in a distance
Fuente_collserola_bcn.wav,liquid pouring into a basin that has already had liquid poured into it ,water flows at a constant rate in a gurgling fashion ,water flows in a gurgling fashion at a constant rate ,water is running and filling up a bathtub ,water running into a bathtub for a bath,liquid pouring into a basin that has already had liquid pouring into it,water rises at a constant rate in a gurgling fashion,water flows in a gurgling fashion at the constant rate,water is running and making up a bathtub,water poured into a bathtub for a bath
vatten.wav,a liquid is poured into a container that already had liquid in it ,a liquid is pouring into a container that already has liquid in it ,water dropping in a fountain or a small sink or bird bath,water is dropping in a fountain small sink or bird bath ,water is flowing down a faucet slowly in a tub ,a liquid is poured into a container which already had liquid in it,a liquid is pouring into a container that already has water in it,water dropping in a fountain or a small fish or bird bath,water is dropping into a fountain small sink or bird bath,water is flowing down a faucet slowly in the tub
crickets1.wav,a bird chirps as men speak and traffic drives past ,a bird chirps as men speak as a bird chirps and traffic drives past ,birds are tweeting and then a man speaks ,bugs make noise while people are talking and a vehicle takes off and shifts out ,the noise from the cars rings out as people talk and a bird tweets ,a bird chirps as men speak as traffic drives past,a bird chirps as men speak as a car chirps and traffic drives past,birds are tweeting and then the man speaks,bugs make noise while people are talking and a vehicle drives off and shifts out,the noise from the cars rings up as people talk and a bird tweets
Narrowboat - Output - Stereo Out.wav,an engine hums steadily and then get louder as the vehicle shifts into gear and moves forward ,an engine hums steadily for a while then gets progressively louder as the vehicle shifts into gear and moves forward ,an engine idles slowly and then is put into gear ,an engine is idling and then put into gear ,an engine is idling then later speeds up ,an engine hums steadily and then get louder as the vehicle shifts into gear then moves forward,an engine hums steadily for a moment then gets progressively louder as the vehicle shifts into gear and moves forward,an engine idles slowly and then is put in gear,an engine is idling and then put in gear,an engine is idling and later speeds up
Whistling in the shower.wav,a shower is running in the background while a person whistles a tune ,someone whistles happily while washing up in the shower ,the shower is running and a person is whistling a song and repeating the same tune over and over ,the shower is running and a person is whistling a song repeating the same tune over and over ,while washing up in the shower someone whistles a happy tune,a shower is played in the background while a person whistles a tune,"someone whistles, while washing up in the shower","the shower is running and a person is whistling a song, repeating the same tune over and over","the shower is running, a person is whistling a song repeating the same tune over and over",while washing up in the shower someone whistles in happy tune
draining board metal drip on metal.wav,echoes are created as water falls through a very long pipe,water hits a container while a water hose runs in the background ,water hits a pan while a water hose runs in the background ,water is pouring out of the spout into an empty basin ,echoes of water falling through a very long pipe,"echoes, created as water falls through a very long pipe",water hits a container while a water bottle runs in the background,water hits a pan while a water hose runs through the background,water is pouring out from the spout into an empty basin,echoes of rain falling through a very long pipe
Mug in sink.wav,running water is being poured into the container that is on the stove ,water being poured from a spout into another container and the container being set on a hard surface ,water is poured down a drain before a metallic object is opened and closed ,water poured from a spout into another container and the container being set on a hard surface ,water is running and being poured into a container that is set upon a stove ,running water is being poured into the container which is on the stove,"water being poured from a spout into another, and the container being set on a hard surface",water is poured down a drain before a metallic object is opened and.,water poured from a spout into the container and the container being set on a hard surface,water is running and being poured into a pot that is set upon a stove
wind_and_waves_ambience.wav,a person is walking down an outside hall and the wind blows softly ,a train is going by quietly in the distance ,ocean waves roll onto a beach in rapid succession ,someone is walking down an outside hall as the wind blows softly ,water or wind hitting the shore or just wind passing by ,a person starts walking down an outside hall and the wind blows softly,a train is going by quietly in the.,ocean waves roll onto a beach in quick succession,someone is walking down the outside hall as the wind blows softly,water or wind hitting the shore or the wind passing by
cricket chirp.wav,a cricket chirps and then pauses at random intervals ,a cricket is chirping and the cricket chirps three times loudly ,a cricket is chirping on and off several times ,a cricket is chirping then stops then begins again repeatedly ,a bug makes noises at a steady rate ,a cricket chirps and then stops at random intervals,a cricket is chirping and the cricket chirps three notes loudly,a cricket is played on and off several times,a cricket is played then stops then begins again repeatedly,a bug makes noises of a steady rate
Hard Back Book.wav,a person is opening a book and flipping through the pages then finally closes it ,a person opening a book and flipping pages to finally close it ,pages are turning and then something is closing ,someone picked a book and flipped over the pages,someone picks up a book and flips through the pages ,a man is opening a book and flipping through the pages then finally closes it,a person reading a book and flipping pages to finally close it,pages are turning and then it is closing,someone opened a book and flipped over the pages,someone picks up a pen and flips through the pages
metro_inside.wav,a busy underground train and a voice towards the end ,a voice announces something in a subway station,engines hum in the background continuously and then someone says something over a speaker in a large room ,in a subway station a voice announces something ,wind and road noise along with a voice ,a busy underground station and a voice towards the end,a voice said something in a subway station,engines hum in the background continuously and then someone saying something over a speaker in a large room,in a subway station another voice announces something,"wind and road noise, with a voice"
SheryT_mixdown.wav,a crowd of people is laughing and talking as dishes clank while being put down ,a lot of people talking together at a gathering ,people clank dishes while the crowd laughs and talks ,a crowd of people are talking and laughing as dish plates and silverware gets moved or picked up,dish plates and silverware gets moved or picked up as a crowd of people are talking and laughing,a crowd of people is laughing and talking and dishes clank while being put down,a lot of people gathered together at a gathering,people clank dishes while the other laughs and talks,a crowd of people are talking and laughing as dishware and silverware gets moved or picked up,dish plates or silverware gets moved or picked up as a crowd of people are talking and laughing
Car Sounds.wav,a person enters a car and drives away ,a person opening and then closing a car door and then driving off ,a vehicle door opens and closes then the engine is turned on and the vehicle drives off ,someone getting into a car starting it then driving off slowly ,someone is getting into a car starts it then drives off slowly ,a man enters a car and drives away,a person entering and then closing a car door and then driving off,a vehicle door opens and closes then an engine is turned on and the vehicle drives off,"someone getting into a car starting, then driving off slowly",someone is getting into a car starts and then drives off slowly
creaking wooden door moving fast blam blamming foley.wav,a power tool is drilling followed by doors opening and closing ,a power tool with drilling followed by doors opening and closing ,a squeaky door is first very slowly opened and then closed again ,a tool with a small motor adjusting a wooden door then the door makes a creaking noise,the small motor powered tool is adjusting a wooden door then the door creaks ,a power tool is drilling holes by doors opening and closing,a drill tool with drilling followed by doors opening and closing,"a squeaky door is first very slowly opened, then closed again",a tool with a small motor adjusting a sliding door then the door makes a creaking noise,the small motor powered tool is adjusting a wooden door then the wood creaks
St. Marks NWR Wind at the Marina.wav,a water powered generator is in operation within a public park with birds chirping and people milling around ,birds chirp and people mill around in the public park as a water powered generator runs ,birds chirp while wind blows in the background ,it is raining and birds are chirping and making noises ,while it is raining birds are chirping and making noises ,a water powered generator was in operation within a public park with birds chirping and people milling around,birds chirp and people mill around in the public park as a water - generator runs,birds chirp while wind blows through the background,it is raining and birds were chirping and making noises,"while it is raining birds are chirping, making noises"
creaky_sauna_door.wav,a door is repeatedly open and shut and it has creaky hinges ,a door with creaky hinges is being repeatedly opened and shut ,a squeaky door opens three times and only shuts twice ,three times a squeaky door opens and only shuts twice ,a door with rusty hinges is repeatedly opened and closed,a door is repeatedly open and shut and another has creaky hinges,a door with creaky hinges is then repeatedly opened and shut,a squeaky door knocks three times and only shuts twice,three times a squeaky door opens and then shuts twice,a door with rusty locks is repeatedly opened and closed
walk through leaves.wav,a person is walking on top of leaves,a person walking quickly through leaves while someone is running on a path nearby ,a person walks through the woods stepping on crunchy leaves ,leaves are crumbling beneath the feet of someone walking on them ,the crunching of dry leaves made as a person walks through the woods ,a man is walking on top of leaves,a person walking quickly through trees while someone is running on a path nearby,a person walks through dark woods stepping on crunchy leaves,leaves were crumbling beneath the feet of someone walking on them,the crunching of dry leaves made as a person walks through the.
rainonroof.wav,heavy wind and rain is sloshing as vehicles move through it ,the rain is pouring very hard on the ground,the vehicles are splashing through the heavy storm ,the wind blows and rain falls to the ground over whistling noises ,a car is moving in the middle of a heavy rain,heavy wind ; rain is sloshing as vehicles move through it,the rain is falling very hard on the ground,the vehicles are splashing through the heavy.,the wind blows and rain falls to the ground over the noises,a car is moving into the middle of a heavy rain
Cow_Goat Bell.wav,a bell continues to ring with changes in its tolls ,a metal object erratically striking a bell causing it to ring ,a wind chime incessantly chimes accompanied by blowing wind ,the wind chime is consistently chiming while the wind is blowing ,a bell is continuously being rung for a period of time ,a bell continues the ring with changes in its tolls,a metal plate erratically striking a bell causing it to ring,a wind chime incessantly chimes followed by blowing wind,the wind chime is not chiming while the wind is blowing,a bell is continuously continuously rung for a period of time
080909_03_machine_motor.wav,construction workers working outside with people talking and a saw in the background ,people are talking while other people are cooking and moving dishes ,people are talking while someone is cooking and moving dishes ,people are working and talking to each other in a hallway while someone operates heavy machinery ,people talk over the roar of heavy machinery ,construction workers working outside with people talking and they saw in the background,people are talking while other people is cooking and moving dishes,people start talking while someone is cooking and moving dishes,people are laughing and talking to each other in a hallway while someone operates heavy machinery,people shouted over the roar of heavy machinery
Crowd in a local market.wav,a crowd of people are talking and a vehicle is driving ,a vehicle is driving while a crowd of people are talking ,people are talking and children are yelling at a distance ,the people of the food hall fill the room with the echoing of their chatter ,the train station hums with announcements as people mill about ,a crowd of people are gathering and a vehicle is driving,a vehicle is driving while a group of people are talking,people are talking and children are yelling at a.,the people of the food hall filled the room with the echoing of their chatter,the train itself hums with announcements as people mill about
20080421.docks.wav,a swinging chair going back and forth on a front porch ,creaking in the foreground as multiple people have a conversation in the background ,many people converse in the background with creaking in the foreground ,on a front porch a swinging chair goes back and forth ,people are talking and coming through an old squeaking wooden spring loaded gate ,a swinging chair going up and forth on a front porch,creaking in the foreground as multiple people have their conversation in the background,many people converse in the background with him in the foreground,on a front porch the swinging chair goes back and forth,people are coming and coming through an old squeaking wooden spring loaded gate
13_waiting_chitwan.wav,a bird is tweeting and someone is walking on brush and twigs and a person faintly says something ,a bird is tweeting someone is walking on brush and twigs and a person faintly says something ,birds are chirping and someone takes a step or two ,someone takes a step or two as the birds chirp ,birds chirping insects making noise in the nature,a bird starts tweeting and someone is walking on brush and twigs and a person faintly says something,a bird is tweeting or is walking on brush and twigs and a person faintly says something,birds are chirping and someone takes a step or.,someone takes a step or two and the birds chirp,birds chirping insects making noise in the distance
